PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
15.544571290898812,35.21675213763991,4.2467947676229505,18.64050864031939,12.503208784875637,16.758139511153193,0.4804589053391747,7.35,21.37957661964669,0.20500177624929342,1.6436534802204636,0.28091781067834937,51.409107056811756,Satisfactory
21.109268499604763,70.65690234493319,6.712186345987148,19.94496118065765,14.34803841486839,20.284621984144867,0.31032693085526847,9.8028524733552,16.898884350920873,0.6577564361842282,4.578827133092249,0.5293461382894631,55.28974255263087,Satisfactory
35.015024289397196,95.80101987817065,2.2981753388179356,25.781303055954808,15.391919266468637,12.6469668881497,0.5406635131571143,4.912014509830763,45.427464523017534,1.098507095396493,6.923459473715431,1.5647391973863725,95.04976348678356,Satisfactory
48.00608837524693,82.13932547801713,3.597097666008173,19.862218596591166,12.957339527174158,11.208265125740805,0.5987906941700719,6.655362791748979,34.533111564478304,1.7858883601782445,7.425130146000775,0.31584651408094966,87.51209305829929,Satisfactory
22.29119662015835,68.69448715464905,4.466923155820659,18.546367720559566,12.870812114353711,22.362777632158163,0.32961538023218556,9.615854590300682,12.884658312031855,0.6907692395356289,3.7555128453509488,0.623803436823237,63.86752112401031,Satisfactory
34.43448519379858,79.33038479611513,6.941289632575433,12.459355183712283,17.910644816287714,10.518065551136852,0.8496758093426771,8.817748490533386,27.88517279040945,1.1951620953286615,5.671282502521574,0.9925721350970071,94.1289632575433,Satisfactory
31.980611135467154,65.69442583662043,2.968360614381098,30.845275863925856,18.786304114077605,13.394828414745291,0.6777943499696506,5.413144158070682,50.05126714199002,1.338867471177105,9.375917333888985,0.8390311574636936,78.87183214502495,Satisfactory
38.17900401659887,64.60952874168538,4.825085947571923,23.63548940353435,11.388780075059195,18.652881016659585,0.3490937738102466,6.11956503212486,34.5109897844983,0.18964381190664117,0.8860346631039838,0.02309062261897534,77.85437357138521,Satisfactory
43.61609655375288,80.66320412077803,9.37960596858883,19.780663232684972,11.20645072808544,8.985063729794064,0.34149001774218274,5.786898898672774,33.17778621665141,1.1048576908924514,5.937898259298247,0.9939278863844356,84.32041207780323,Satisfactory
16.08639376553441,41.091035687723036,3.4668198083348165,23.386343692228348,14.982654002252653,12.314215879388223,0.25936729988736734,5.592267705744265,22.374988472405,0.641651696733653,2.9237795095737757,0.6565900958325919,59.56943010136939,Satisfactory
16.90638358709986,49.56699497340496,6.412800684833304,16.9931239527927,8.659983244683206,5.217368507314742,0.21,5.480611386305105,28.5924941721907,0.3468760472072997,3.8654673271322504,2.4107135571859715,59.86247905585401,Satisfactory
29.772157109245683,81.40958080625394,4.7752218004456175,10.645010190085891,13.899141232336081,9.719047630728802,0.7779120852164302,8.395311375079512,23.710549528723526,1.1099308055378863,4.992458294239305,0.5517867297899482,94.31786729789948,Satisfactory
8.913045952366513,29.2053247629944,7.236244546244387,14.040501554578986,6.6727686899530285,4.668936915441734,0.1422694704248118,10.411925227458724,37.52666510996615,0.010212616911653016,0.34262305359397704,0.11134735212405891,69.09221183007529,Satisfactory
32.87830144967512,72.63253923182972,4.443520213708922,30.40147119263349,18.887495703171208,12.676059445538652,0.4505428934410012,3.8199123823123617,23.73947429387417,1.4000876176876382,5.955481617096714,0.5962346809139282,85.0,Satisfactory
19.335819592038476,55.74698534225618,4.683014657743816,24.11733935338098,16.03584216721715,17.0651138595514,0.34415783278284684,8.186798193985705,14.564904136102243,0.5694385551885646,3.457089059099504,0.6473596387971412,53.87733935338098,Satisfactory
23.819301380808376,77.47989800549901,5.981944086059939,25.58010199450099,17.5654513040968,19.802071274127037,0.38,8.43923748171569,16.83138494665933,0.34448540692878893,3.0454513040967996,0.25543840225460757,69.77382488314547,Satisfactory
18.06899068396843,41.87852485682098,5.318388194065292,16.01202179420178,12.605781972018622,13.005982450637598,0.5489976069051269,7.830777983527168,11.627754850276727,0.34719329933435517,2.1297596364664733,0.36339218255674777,76.08019144758985,Satisfactory
30.345555599597567,69.89033332012073,7.119433236881325,24.625338802786754,17.540116523309916,9.934483373631775,0.5953777760160972,3.6202111159557324,20.545077748269627,0.5244111080281703,3.60847224974848,0.5893167135714104,67.09666679879271,Satisfactory
35.3228919257707,94.06910604523064,3.452080324639785,35.56006385391209,21.531040162319893,13.609936146087902,0.5755839350720431,6.951135943188038,52.126975293908465,0.9100319269560484,4.9465921704358875,1.1731843408717741,91.77919675360215,Satisfactory
40.36024358992313,104.2567014837611,3.9408366014902465,32.9862476108338,20.285280542542864,13.459001005227668,0.4852559074630389,6.359431623512704,29.55971581175635,1.2675873554109982,9.563932126126538,1.4290575667888863,95.11860231342402,Satisfactory
39.53704925016013,82.77854391571964,5.460788981089095,8.472452527986695,12.593567417439772,10.307255568727014,0.765162954181991,5.569485347633167,40.24922859347493,0.7327444312729864,3.4633446683592304,1.0789191156246143,99.51629541819909,Satisfactory
18.308992698557297,78.31093300104095,13.389418767338878,45.28324939524651,15.23523637105142,16.1298954561675,0.1307581035324834,10.451037544873452,36.94654941054006,0.10006838031307333,0.8685140363657853,0.17451640440125604,81.7206916965823,Satisfactory
34.39038513961293,86.85610206113466,8.22184225402441,23.014197224080068,21.765394364938977,22.116679770554054,0.6463596243292652,5.658607878976663,18.486468750095494,0.4523132480355412,2.9790604223357002,0.46316938165960275,93.71948969432671,Satisfactory
38.9901597051017,85.27979848918196,9.88846822402293,32.15550753592691,23.691448164544404,17.381337782922657,0.4989205691389672,5.680250834297999,27.648593641171928,0.25559866512320284,1.728160548481346,0.1346446514111691,83.40250834297998,Satisfactory
43.31692400310538,82.45930437181981,8.395693923600714,35.63049796533598,24.846979131154594,13.689154220573922,0.6993518834181386,5.253738548245287,24.06954613710339,1.2374075336725543,6.497176793998811,0.6798608743639608,76.89930437181981,Satisfactory
20.9267584525213,55.953561191641946,5.71389754568581,22.948434379698117,16.526890902695907,17.332794886559903,0.5311686794014938,7.649889693125066,18.691168679401493,0.6884619564168508,4.063048510447565,0.6016813605958767,53.0,Satisfactory
26.8577827449035,68.35571341485459,11.138411021201417,30.471894988923637,23.76904132950531,14.112719958412574,0.5169841914922533,5.071108627548251,20.43967976583311,2.8428678834601606,8.196834234438692,0.7684130532073927,68.39683829845065,Satisfactory
48.51519972109884,101.40581938887075,13.943976176130016,38.125915512395416,30.429589749926983,16.838470913807615,0.5964426592677856,7.043702216056488,16.004096675554486,4.037694182761523,37.40522769962375,17.461062879069523,94.19235456903809,Satisfactory
10.287491255808062,19.67615131608761,7.496265406253588,13.960346019087732,6.497583277658805,3.808774150445526,0.05897110259952577,12.25791097702109,34.21971102599525,0.2074912558080619,1.7812828946374641,0.8389711025995258,56.411558960189694,Satisfactory
40.34875997807153,102.43039682806963,5.899837778183861,35.06731281563753,22.684704432668045,13.427216561303121,0.4469370363602324,6.203543212132558,29.748403449661115,2.8738676557648377,18.86691136853772,1.6590587538813,83.54834569706047,Satisfactory
55.67332768556368,94.88471574235241,11.90943360261844,64.80174871173413,13.29320534933492,37.21062227071188,0.3520124454142376,38.28088176856475,41.76150403927662,0.0589937772928812,1.1042780349404715,0.40056639738155847,96.8804978165695,Satisfactory
31.99345816969619,79.87822082353904,4.452609493846286,32.719102718613186,9.06323297492326,23.616839933382103,0.10284063292308576,6.4122171518461135,51.07475968169091,0.046420316461542876,0.5356812658461716,0.12926094938462865,87.86374683076569,Satisfactory
38.071772086934004,70.87851079229891,7.990193591598811,24.031868882733413,16.748346963244803,10.272040219952823,0.5767311971996039,4.619128837805347,14.517862984247772,0.6786075880983167,5.499441479582968,1.7272151761966332,77.41102024503466,Satisfactory
10.749118022444366,37.045256039946494,7.836095250901134,13.243664606712882,6.708001388242735,3.4385010411820516,0.16484886142283842,12.478691475753367,30.56496618974584,0.1339420299598689,0.8532450012355599,0.2704071785236534,58.32325742818923,Satisfactory
25.72086270671638,60.44014219106361,2.8776819214759572,28.090149361314662,17.10275660213329,12.933481897953433,0.5389855418852708,3.2107229057364606,38.41708447621731,1.0766674633612283,7.220737246238569,0.580725295820145,69.10144581147291,Satisfactory
49.541955316873135,89.93275324673627,4.914491983209334,36.81485522895421,23.32286647787156,15.657644956536238,0.7867071965625548,8.735196445678184,48.27614256420424,2.5350999316476575,6.3115122742024905,1.8226065813914718,95.75499658238287,Satisfactory
22.503770791162818,63.81166264382333,5.779448176903003,19.976094840329104,14.55625399509931,20.911998565093533,0.26,7.711379557742495,13.87912986736259,0.6615634987748271,4.437332855031178,0.8505518230969977,52.073576412933036,Satisfactory
57.64551504000311,114.82906448905868,5.770827958898389,26.221827309749486,17.795475437759443,15.224206016001245,0.646088292571962,10.559024886815006,27.85260268342617,0.6018822765707175,6.074702445682285,0.3734702445682284,95.08675611420571,Satisfactory
14.07331187525454,50.43348246359968,4.759608945110964,12.661021881830337,5.3910331490123395,4.583976503741847,0.15663501769108057,5.75994689294562,28.91275346087599,0.02990505307324167,0.7487656899521418,0.4116559376272696,58.31750884554028,Satisfactory
43.96793149443049,80.59672516270803,9.644562169269033,37.89929812206897,26.825755013376614,9.823080822338758,0.5196456891307647,3.9261751322923866,24.152429560246183,2.140253079192311,15.358959003407806,2.305039647830706,74.0253079192311,Satisfactory
16.568630396492352,37.409737456031,9.489692969558028,15.305519253051603,9.096371790942078,6.035571761845402,0.20713535588660012,4.439349474963899,26.819551487818277,0.4676363768621256,2.0072323511533763,0.43572928822679974,54.678383897165006,Satisfactory
29.29455835828029,72.07412105601117,2.470291534846082,18.480284131391524,11.498265597832619,13.273906106603883,0.4490253242126683,7.035103135253054,35.40885734642596,0.6537912284456853,4.282716481409269,0.8533922188959613,90.09746757873317,Satisfactory
36.3256075058522,73.35557834447818,10.875941483114865,29.435297991515466,22.9104289943996,14.983617291022572,0.48,4.880381485831132,25.001734324792842,0.2007568559307808,1.4436234067540545,0.006918951976926933,68.69189519769269,Satisfactory
35.2119133185735,86.56279467361804,3.2461263913092013,30.505193217794346,18.673232927677052,13.943235835832965,0.621323486644766,7.269265375898667,32.11774333984037,1.303480387404974,10.298335110539727,2.392157870145513,84.5637288165182,Satisfactory
10.896378920725393,26.42291024042504,8.270552713554352,18.412630485941985,8.571213465473027,19.198716061360813,0.0844853861892112,2.90426930946056,36.44128966496015,0.09522233759501271,1.1536210792746056,0.20680427877094149,67.22426930946055,Satisfactory
32.20250672659643,70.54150714129428,7.441300184165323,31.851627689414215,21.955396314086602,13.575685533246125,0.5610704676290811,5.26845457261635,25.82170426159297,1.1123975581801335,6.273358857392916,0.2937629348205596,85.0,Satisfactory
46.79739050996672,118.34997696162311,7.818216468353849,39.0923592600961,10.97371829336025,21.051329379497826,0.16,11.080187499223698,39.1993122718742,0.12135241787471202,1.3429911038701041,0.566916742622344,93.186245437484,Satisfactory
12.273406636883946,37.932387329913574,8.115559577422975,11.775474208270106,6.379683861153263,7.078958974945566,0.16674600301840733,6.056028356172064,33.709367722306524,0.0876980392392952,1.0108702867486956,0.32190407244177577,63.674600301840734,Satisfactory
23.605183822791528,60.24553367310698,3.774219211492168,31.003613348142064,19.348560971512022,14.262245500724465,0.6570438826653431,4.973517492515773,39.79283356880698,0.7216841255433484,3.157859252535626,0.7001314461614819,80.0140343795279,Satisfactory
31.908161566930758,70.4081703518467,11.489488986971416,28.96278118232522,22.753289267048487,16.168986758858782,0.42649632899047213,4.899127742629263,24.115979459351255,0.16649632899047215,0.7524816449523607,0.02,72.94889869714164,Satisfactory
38.38421266188284,76.36272881188171,6.274700112809003,21.104234159105513,15.290265222685742,16.09789245972295,0.4903990433642431,4.9493787283953425,29.74071209783783,1.187139786111048,4.612838716666288,0.2526164884258733,74.0,Satisfactory
45.299234849853654,93.83024072590047,8.148921268908673,14.381285211110434,21.316346483406,10.52891354707604,0.9880987073830722,5.682708410477265,26.804280678483952,0.9165761289230034,5.127777404605464,0.7803290246102403,99.65761289230035,Satisfactory
29.52534837322771,69.79898277305067,7.8184759597382945,27.659684263610007,23.70881067254394,28.082128192197562,0.8029507418999359,5.003550149731879,30.730004744103912,0.3286338279332906,2.019344806700449,0.3584154301667736,93.29507418999358,Satisfactory
34.04907858524268,93.34756620431128,2.7774217585412164,28.341553937974506,17.130400521641132,12.163186690380964,0.5846837383914046,6.8575421300162684,51.682578241458785,0.78116874925434,4.072753353070777,0.7246355898013839,92.90632523217191,Satisfactory
40.4747834018156,71.4307509976093,5.510448738336538,19.50286693269581,14.148339044072557,11.006643823709773,0.49,6.162726694454568,36.12402616338377,1.5658273575524533,5.337750067494775,0.22381115544930197,68.73543160611887,Satisfactory
22.53432378829076,66.95623544990474,4.039003455433203,17.40783810585462,12.166739881615914,23.35028677018762,0.37121618941453804,10.41907058077308,13.796028123912551,0.5757433370491168,3.4676184610068788,0.45778726601866515,65.0,Satisfactory
29.71276168050261,77.3378720254019,10.421370978018171,27.66532486761183,21.43920724963464,16.219519171470328,0.3919590679041175,5.48820983878987,29.52915546653006,0.8158414499269283,4.443053877872027,0.0973196893013725,71.51202071324184,Satisfactory
28.788594906704002,59.184131848337564,7.690637125713785,12.448213770184289,11.801065672551497,10.081293851228757,0.4010795778099022,6.715612162468367,28.247854749638602,1.0335086278821821,5.4151697103722505,0.20919031664257337,66.0,Satisfactory
16.59945279751326,39.40744947781998,4.215850335566859,26.4600082992332,17.16627111147341,13.227533439193067,0.3039309772466676,6.927037001146625,23.759469395979654,0.4428956359466817,4.293653226386699,0.34358586348000564,59.21380455066648,Satisfactory
40.35535013238421,60.83295828760219,8.050625605347411,17.21034335249319,8.660911732425072,9.347959256158045,0.020511154516348468,5.358977690967303,35.045616888344675,0.13079534448228866,2.0505683799318803,0.32596605217302477,70.21590688964578,Satisfactory
40.03084748688854,107.53493265336449,8.213815779933904,13.163702839229561,14.209781645668457,6.959101480900958,0.5869589221774545,7.763499539052309,31.86955994213072,0.781797038198084,5.076395047320493,2.348694051881697,93.10658412200821,Satisfactory
16.084905670016678,66.08287730168745,5.517877411162555,11.670754712849996,5.3154481312812685,4.3852830629333805,0.1479481130354165,3.7581840292229876,30.972688641720794,0.01,0.3884669826812516,0.08103773929167032,71.61556608937505,Satisfactory
12.371914601066925,38.00416660710621,7.55444621044791,11.39683548827377,6.064129759275287,6.204899933407114,0.15492088720684424,5.8267827464116655,33.4200527418621,0.06465717789632502,0.746993713860081,0.19894516275792318,63.49736290689481,Satisfactory
11.919541878118956,26.462901505484922,7.239238446149456,16.6560874408072,8.291134845780096,7.6373370565216705,0.20153807769252718,3.607675418471196,49.03465415305475,0.058845194231317954,1.0826878934640625,0.19615231077010872,73.73071165387908,Satisfactory
58.49653184887395,110.16544793658858,4.90106066800672,27.149797773310933,16.285114258485894,12.46175126849074,0.654775530814566,7.05553185700539,26.624079880761897,1.0926673399424867,8.552900906482927,2.5130505526065487,96.98503538763772,Satisfactory
42.881356929911604,88.6911687042987,3.872914106694265,9.942893557942478,12.284618411586255,10.30804757012202,0.681476728657785,4.755718689018241,41.78570841464235,0.6997621493899022,3.484856262196352,0.7258572896339414,93.56194390238436,Satisfactory
37.85340387244414,71.12775478847385,11.723960155731067,28.859800778655334,23.177596947876253,15.573595411398117,0.46612260576307524,4.249428351931695,24.33142527897542,0.17722452115261506,0.9867356345784517,0.005550957694769893,69.66528730843096,Satisfactory
16.430112597427637,32.61478701866406,10.356162614834396,43.4003219727303,19.48544631853744,22.373547516680365,0.21473048738032297,8.945317901557189,26.53485076201435,0.08561544724881712,1.2898471559810738,2.6353902523935404,70.0,Satisfactory
26.555469916345785,79.02373875625403,4.277993815159276,35.9267780168377,8.868571025336701,27.18586675614717,0.09145895798588723,6.42234070579435,53.12215798321573,0.03975684033568546,0.5124315966431454,0.11194527731451631,92.82978823497983,Satisfactory
38.81574078984475,91.45464242556375,9.143411030072137,31.77793873416497,23.20495240201349,16.582659261720245,0.5025433244911399,4.841194776012232,28.243102269380586,0.519074933683549,3.0308274388270284,0.1989016357189895,84.70905540818566,Satisfactory
27.51093064160738,64.14809001889984,4.811527223564907,16.553429591512813,11.9740037278157,12.333512154781243,0.39239774755849344,10.68234143652083,17.74466042738702,0.3106266407644229,3.6653133203822117,0.40291557282371804,64.6457786411859,Satisfactory
37.36050295178357,89.50456732687401,10.084641272591762,32.33606139308116,24.039633878019988,17.079297334327077,0.4611908283129417,5.138106506014134,28.429511837359982,0.19761834337411657,1.3934504442788205,0.05,84.0,Satisfactory
37.0368785996331,89.57156787994059,10.088617857310078,32.18571430801035,23.96956429786564,17.00314286160207,0.45677500039018115,5.0774250027312675,28.47322499960982,0.1944714292403105,1.3548500054625356,0.11449999219637763,83.81571430801034,Satisfactory
37.299783726826455,88.97478548301079,4.222797814659711,35.48190524877275,22.038959843921436,17.259148643902204,0.6191486439022045,7.189663609827631,45.17959492684568,0.7906488195206385,5.443000351236868,1.0145142634516913,89.34054243911821,Satisfactory
9.580876157283543,17.378266578751006,7.032539675063862,10.48740317400511,5.308177781964238,3.2351936519897824,0.04370158700255444,4.321879368966792,35.917536369185264,0.023701587002554442,0.5537015870025545,0.15447619496168333,53.370158700255445,Satisfactory
33.24840753760335,87.316969641372,3.1047773871899516,28.811742719620167,17.7044497819836,11.916955477437991,0.49922716917355664,5.601283330066073,39.97120389251254,1.020463698495866,9.824154813587025,2.0088244353554514,90.96908676694227,Satisfactory
25.23511511471226,83.17969921085874,16.48169022703203,78.43678751974608,16.994761102335076,28.27502673299732,0.20501770061885924,13.195867330324102,15.188318562587725,0.08928318562587725,1.7548760956679854,2.583477868157458,92.4265485007018,Satisfactory
39.966883379372604,61.29384907301679,5.545284404632219,28.1904056588486,19.244118691067335,12.992493592127385,0.49281841483173144,5.452656249834114,21.560298205795668,1.5827370859783674,17.801680796302858,2.8282659698797885,70.14092074158657,Satisfactory
21.38070955506192,45.66337361525152,2.2883647295342757,28.127367928392488,16.524710976776674,13.241287601508564,0.49066690361912657,6.11330608380044,25.784334873524323,0.9566725904781652,7.567364374105586,1.2109968011417909,55.96665481904367,Satisfactory
41.000532181442296,71.24771190561854,8.101223731496866,27.073442583275156,17.628508748679927,9.84786226162991,0.6485447990835701,3.744960872397961,15.11553811684481,0.9896361997708926,8.612528576401932,2.3594588059567942,71.0,Satisfactory
19.173205934149035,52.92899269649473,4.746551157451485,21.788773002954155,14.995034822288353,23.677649625154373,0.3055902836640208,12.998831887720407,15.21300945546736,0.15761565048501436,1.2566315618386479,0.10643508315697281,57.55902836640208,Satisfactory
18.404714438878226,55.849557512510614,5.563901787001798,24.234111022158608,16.53345129378716,17.63784387420492,0.32355591136556683,8.579895382421595,14.164336268765927,0.41633146533077403,2.66626714795369,0.5074979985686865,53.70555110793041,Satisfactory
52.97344141645467,102.49033555273854,10.09610100409393,38.638432382043746,27.344596090855923,15.363175911483465,0.6922353407097112,5.365780137453578,26.25174838906191,0.8491294769935958,4.69589820384098,0.12,95.22980454279615,Satisfactory
24.920068471225843,54.132317184285384,5.8471815965078635,22.070317726155054,15.764397428628648,10.63809093372135,0.3485113667151686,5.303397699563483,26.10368119010561,1.0250794315387628,7.499794586322464,0.3688975640960658,60.0,Satisfactory
37.228030640618755,91.11541922154052,4.874555014379657,35.28458426170157,22.523293175823415,17.253169220051564,0.6131692200515627,9.013387884273353,45.59815459639061,1.0059080781437402,5.885477716184354,1.9592632318530812,91.73231197937488,Satisfactory
41.59542823527168,95.5015246421209,4.150680420839046,35.74034489396069,22.068309395801904,12.361521759941722,0.5966101450662781,8.384402920471947,33.22626813328477,1.7844079642855097,14.325088385124555,2.3603412912367148,80.0,Satisfactory
11.616210916278789,27.543744416611258,7.947840063122917,15.242159936877083,7.3653437853820805,4.208303406644576,0.08215993687708249,4.4539686438537585,35.79287028704258,0.2667040378737505,1.7589760883720844,0.9037295275746037,55.55680126245835,Satisfactory
19.9891172870296,38.84510761806714,2.556377266439489,13.930423216124117,8.867022974842314,14.666844019430204,0.42106166838250936,5.338493347060075,30.155888745015474,0.5410616683825094,3.910839176103801,0.23468440194302037,63.74461909664312,Satisfactory
44.7292308436309,104.17032252864507,8.585235756009967,44.14107948466664,30.13808939002492,16.16645170130338,0.8604838735677465,8.400794040665005,34.795086933835385,1.9737841353067282,12.363362230678321,2.6789950070207906,100.0,Satisfactory
19.59470888275907,40.95799784595076,8.252132420147364,14.87901619697757,7.2076070476563885,6.35369053173226,0.16980856381251108,4.631140691205539,30.497458085392672,0.48044404246434275,3.2928902389779253,0.7559532179777475,60.0,Satisfactory
11.642501246250013,44.852863415585524,7.92021650165283,22.96049885227575,7.881345904144522,12.261548436054856,0.05291529481312306,2.9073012068397066,45.77247530663622,0.0009717649377076853,0.23818118319352288,0.019717649377076853,80.38870597508307,Satisfactory
47.69901003635359,92.70663497722398,9.787419945689708,28.578028825771433,21.665301589873817,17.24519776848151,0.4831486269271577,5.572103902417552,29.792525293447095,0.8120548418884438,3.341922113699459,0.06535065040292529,95.46002890679668,Satisfactory
26.87230409189516,71.39489832957761,5.0158143783342215,23.762631610367585,16.318400377307114,18.51556160523204,0.29069623049270155,7.077849219708062,16.553481152463508,0.7061210015406627,3.8608495420959223,0.4397016155031279,72.0298384496872,Satisfactory
24.13503117311166,40.73875127116282,2.864748619494502,14.909139509029702,9.25847313699285,11.083200087474145,0.34178907801925185,4.51930753950275,33.27503117311166,0.6696117621331134,4.0022613311226625,0.8376285651804182,60.0,Satisfactory
29.240175067402955,60.98009235170884,6.468014053178253,33.38428749282898,22.299002208581758,9.671893595112902,0.47518329652363733,6.533535034704953,23.424185505105395,2.0682180286254175,16.99417868287876,2.4377908057016144,56.073318609454944,Satisfactory
13.179850980270167,33.42201656478493,7.545854305894064,26.5400463687309,8.932605929121916,17.555141291608017,0.20716776993008623,9.229420549200153,25.613514331868696,0.14140065879132413,0.838403952747945,0.33846577772247577,72.85838849650432,Satisfactory
19.141951651560053,34.029675905471976,2.915908084637309,22.96082883210329,14.156691755978784,14.19514699367674,0.43258478702882275,6.609231382245795,23.312622420997,0.5588997609241397,4.633051890635912,1.3481763039317465,54.96307447101682,Satisfactory
45.10195223054737,80.56697015740995,9.023733056090062,37.362508963431296,26.225852426450253,10.554430804921783,0.5896863795710884,4.38356591627724,22.922913751030833,1.9279110186966877,13.089737427824698,1.7010016394004888,74.30298425900473,Satisfactory
12.969549116197797,34.299046557775974,11.876123579418602,46.09389364545461,15.103402570281585,20.21662090239916,0.22140381984309376,10.22489302067385,17.20399175925258,0.08809936335948437,1.3206643362713633,2.7934892008307575,75.05777057221914,Satisfactory
39.76030729980454,93.41659668478154,7.2179630488767295,40.901166371121775,27.12778296126725,20.39725265112078,0.6956203539512098,6.292915927804441,46.202640042048095,1.2004559733658269,4.2513150446830625,1.4312407079024194,95.0,Satisfactory
10.83445676353301,23.87342945657747,7.352563262294202,15.675827781155148,8.01065592582185,8.070804478275324,0.19587183688528986,3.358360822952754,49.606944474585724,0.044679592213224664,1.0175261241808333,0.17348734754115946,72.88077553279348,Satisfactory
32.875432039428524,62.672442760918166,6.017547093962591,28.02398356363799,19.070697014101267,13.263993708757235,0.4795319422260743,6.048093611554785,24.234612263040233,1.3286982987267595,8.661814061515923,0.32103858759638776,73.80936115547851,Satisfactory
23.769731537827848,42.90176463496713,10.12895740592174,27.762188164632253,21.285572785276994,15.256574912100206,0.4027863926384983,6.291651240287952,22.71135152350546,1.2041795889577473,7.703818568513311,0.3101238128826279,54.81011339467918,Satisfactory
35.5037187026511,92.55643810406652,2.85380528708155,30.07541306618739,18.144926283891266,14.855595609548438,0.6139878304425969,5.473561895933488,46.46018254336105,0.8865855362839793,4.707392919658474,0.9850737161087336,85.73414463716021,Satisfactory
29.300106603682615,74.19622509209165,9.218225863765797,30.63522151635325,26.226536001904915,29.051896689423458,0.7561638154970238,4.757717696093941,30.832865176247253,0.30091292156242366,1.9824636122580124,0.3478990044458944,92.6073161321047,Satisfactory
32.90171070433033,81.24853483264927,2.6732986401708594,31.264990655498814,18.626020815897483,12.585775278917891,0.6502268479772187,6.12237255925961,50.55521750347603,0.881011471396297,4.41052039743711,1.0676087517380157,95.48865760113907,Satisfactory
34.39121303574976,67.35076953782271,4.296209263282001,18.82659210942156,12.808119794587872,10.801406381591336,0.41,5.739169810389799,35.67336617420558,1.0599393482125121,4.997319930871416,0.15981804463753604,72.9969674106256,Satisfactory
22.932187530313655,69.56670627608865,5.683693132214019,21.542584998542424,15.07670433601475,19.997556746531362,0.26605114463099677,8.29971650985243,16.272812954704822,0.781590842952026,4.125795421476013,0.8414203608487036,59.59659035793355,Satisfactory
34.45347150531443,69.72493146847775,7.483586926825586,23.49291992632664,16.552062039062243,13.258176017804507,0.5834931468477754,8.186805947584377,21.44813994858227,0.9350396761444584,6.624008656613336,0.4185183953033398,79.59985572311106,Satisfactory
23.520287792421794,66.21509834386289,3.4430258835754346,19.709288816785797,13.202904763538545,14.910816766243949,0.4857639747290756,11.479622161555604,17.758532081223585,0.3242360252709244,3.3770652211205885,0.3521180126354622,64.19213249096919,Satisfactory
36.35987681604738,62.772067663904906,3.26216525725826,20.63277076624358,15.05162134024925,18.164356105115782,0.5930323139703033,7.749492084368036,20.24842507190558,1.2510518326409747,7.092262850611617,0.6013237911454801,77.042073305639,Satisfactory
19.457498664545607,32.98454300163141,2.464997329091217,22.2006980235275,13.602797435927569,13.946890438146557,0.6990005341817566,5.9977049678903365,41.00685838724116,0.43780010683635134,2.6659016559634456,1.6623057157447958,68.10999465818243,Satisfactory
30.983845615849063,67.52587545184676,7.747622470005717,25.512377529994282,18.209487458448635,9.495221501376024,0.6167599031370307,3.5732400968629694,19.380560195929096,0.597319321959215,4.147249006052986,0.35209782058319117,65.66200484314847,Satisfactory
17.274213880761437,48.80110264731485,4.870046636211195,23.640669528710575,15.937939695830478,23.537045296940843,0.2912674885791983,9.759881794946851,14.392153576591912,0.37723184178562574,2.8370069716065673,0.4670919331520392,54.87791476319972,Satisfactory
42.374015030203765,106.14070911712788,7.48497092964875,41.54548243486901,27.948499504971863,13.223454354574034,0.7577823478206871,8.23079941792354,31.625119371146905,1.400601806015913,13.461038160217353,3.4762487624296536,99.43610836095479,Satisfactory
37.11235992472034,71.14217198590038,11.679266843708815,28.636334218544068,22.942596629823765,15.409239360735638,0.45891400704980867,4.259520390130268,24.482805851954016,0.17578280140996175,0.9434840422988522,0.008434397180076521,70.53031915402296,Satisfactory
26.770446856641612,96.43745348853508,5.104249236192522,26.294161802288876,16.990822921561552,7.057867060812755,0.41107826821390225,5.6431709679786195,32.387961449775,2.3580752129839873,12.795176233839689,2.961286420385135,86.03594227379673,Satisfactory
25.484268789374585,75.18627367109768,5.264675725910974,30.459099784951093,8.778623920725298,26.559245364116173,0.0953440198186754,9.10460177060697,54.57426143031706,0.050688039637350794,0.7397928522030421,0.11,96.20641189120524,Satisfactory
46.20851244295304,120.81663964953019,3.8809784908533005,33.887115747746904,20.6127305913327,14.39,0.52,10.539553732885912,34.82017191325024,2.1864280947459234,17.367171873269406,3.365575202051772,96.79851244295304,Satisfactory
24.655354529220972,75.90678726158484,5.571591884243725,26.77428363381807,17.794167858520108,14.43749637223323,0.33707669982973726,6.4925180866274035,14.417988443352783,1.080998548893292,8.152532545488036,3.1465412521282845,72.0,Satisfactory
28.873724648548322,87.62874967256055,3.792441828931106,23.069416979553253,15.13301694462638,21.680533845594166,0.485433312959323,7.256758275849519,18.822583195081123,0.570475019646367,3.516858371898424,0.6481666521138022,85.22750021829297,Satisfactory
34.58037008497928,56.65609619720804,5.825969885028037,26.775925212448193,16.466034967507923,9.923159780053636,0.5503050024993905,4.094444872531085,25.135054877529864,0.708169985003657,5.869324912521333,1.5329849425140187,69.90849925018286,Satisfactory
