PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
291.08152678759234,102.16692219260746,4.474383590270778,4.700633362399477,7.919940355653701,11.017245837172334,0.9975800786991272,9.092656675715684,42.270915834430305,1.152614895524835,7.11624644236033,1.7802785346056602,504.0027853460566,Severe
523.9335333252387,92.56514877135913,15.147898674980297,16.730802832780697,30.539842040622393,10.562521560032657,1.5075586047372966,8.232256764280084,37.53951901138027,2.015604273454999,12.179069584645081,2.540394748489096,447.8538808058784,Severe
290.36359735539736,102.24304665201255,4.427796110023988,4.561301489868413,7.735915502996789,11.023532133028187,0.9955994649363248,9.08878156183194,42.31009754147705,1.1497731453434226,7.085417758574099,1.7733894432567818,503.9338944325678,Severe
516.4185776873188,83.24119368854058,3.3724957462711047,1.0753496928170039,3.5062895883524727,10.773853270885299,1.1018017199002248,4.86785592750603,38.70607005528686,1.0772914772692697,5.99973035931384,0.5285168611719475,485.8935887593539,Severe
272.05444049097247,104.18442780448366,3.239688413771875,1.0079590637391755,3.042780296174671,11.183849807383831,0.9450884168516693,8.989955598188049,43.30933784054306,1.077300772004569,6.29920231447381,1.5976988412231978,502.176988412232,Severe
519.0768948482395,86.53942071721944,7.537890352753109,6.613261258649504,13.069054808402331,10.699097445212614,1.2453329051917799,6.057968672215174,38.29341789757363,1.4092073432559908,8.185590701983147,1.240192321575908,472.43754013827066,Severe
441.28280641369577,94.75251051322319,12.840737904888668,18.011234230165222,29.442199271245798,10.50068140857572,1.3745427238381338,9.082277369475172,38.092964785606995,1.788631175292454,11.502818175952463,2.620337700509807,475.22773694751726,Severe
523.0489219443114,91.46759381841996,13.76177533006256,14.88794537780033,27.35762922149323,10.58739814554805,1.4597955605477408,7.836221522875016,37.67683776342525,1.9051522337666507,11.45167822417497,2.3035696543825477,452.3316661986493,Severe
522.2744958980319,90.50674800396975,12.548304596128618,13.274630374752475,24.571786143876036,10.609176155848374,1.4179817807711226,7.48951559889389,37.79705238028302,1.8084578680332208,10.814889202993553,2.0962429963234825,456.2517080527073,Severe
448.61322682932393,94.68669016782019,13.201040185244011,18.10996474826971,29.90208687938619,10.503245837617396,1.3916389174493007,9.05321384033619,38.02885405956512,1.8211139431536714,11.64514398776543,2.640425728002928,472.32138403361887,Severe
337.519423638627,98.52165307490952,3.09537360003465,0.64179120001155,2.61104399994225,11.0850768001617,0.9810439999422499,7.828031734954187,42.13216346846462,1.0645274666743667,6.1105493334873335,1.276274400427351,497.895600005775,Severe
160.31565572909633,97.02117958021547,8.756649766808229,10.201019120545132,18.3956850321521,8.181828070161636,1.1312556295784453,8.430984421496039,34.098368076874834,1.6685735731727411,8.475650333103005,0.7479757828018937,333.11702309540385,Very Poor
213.23791886120156,105.17968231109889,10.517955855349252,15.418473005468536,24.565795040437315,9.932056761919382,1.3638809620272596,8.525142294153891,29.38493574559053,1.757192747438956,9.522464329122668,1.9609507305707106,372.4417816760367,Very Poor
133.12365647486996,93.17329792137608,6.463744392163384,11.379790270101875,15.750230790321888,12.506680551323683,0.9319374485903986,6.951749245992513,31.04571847791049,1.5243941754050445,7.499514150210577,0.47144243951179843,322.03461854828316,Very Poor
206.57937679417444,104.15320062980837,10.29635288545761,14.76202647201594,23.789487781131378,9.711847521398129,1.3346126452491183,8.513295594505596,29.977967592690483,1.7460429124758545,9.390756903621032,1.8083373645132599,367.4940424111605,Very Poor
213.02939813728023,105.14753673011133,10.51101607615438,15.397915546344109,24.541483990050253,9.925160629134542,1.3629643874166162,8.52477129966863,29.40350729305856,1.756843576158711,9.518339743374773,1.9561714486723565,372.286836920428,Very Poor
219.1809724110679,106.26249081959395,10.04354117418253,17.873651129839473,25.512862928921532,12.658773206130187,1.3513587406581458,7.842719731452442,26.204221669579677,1.7193679871379315,9.427753843217602,2.265082594300239,381.27637137152203,Very Poor
124.76680434519307,92.57674102403678,3.395015267714572,18.316028093402977,15.831119861147556,22.734092443844183,0.7347703384528308,4.059964963974852,20.78291761690376,1.3120603644876638,6.453011796403486,0.9769991321722287,334.16797917213347,Very Poor
136.50480138741113,93.41466216800636,7.705338440507295,8.573419538095537,15.717503434846597,8.368715543416378,1.0117103775614242,8.121752204234223,35.19800170383824,1.6103034835276875,7.922924311672174,0.2668964677912199,317.12551522698925,Very Poor
132.83884387212166,93.15296647121014,6.359158034106384,11.616186453387217,15.752987597124049,12.855244311371967,0.9252177320101301,6.853193402815243,30.69594861488626,1.5171575575493708,7.4638479622076135,0.48867248202530733,322.44813956860736,Very Poor
230.71024789900468,107.87321874989367,11.099452520343641,17.14101973007456,26.602861973782442,10.509896215184247,1.4406824083472733,8.556228593854849,27.828792154677867,1.7864504412751518,9.86807083756273,2.3614154149536395,385.4248833158486,Very Poor
184.87968358401508,100.807973199294,9.57416529353394,12.622716058204311,21.259560179235248,8.994201989801022,1.2392293783912751,8.474688081729802,31.910614261643452,1.7097064298633429,8.961532202760738,1.3109817587545054,351.3697282518584,Very Poor
129.40823718207758,92.90807137778897,5.099401070490684,14.463610759945274,15.786193711486243,17.053742396041756,0.8442778282522845,5.666074814366839,26.482922855183013,1.429991507348614,7.03424385764674,0.6962106967890141,327.42905672293637,Very Poor
139.64988339379488,94.97287959310562,3.4798137169218633,20.924897407268755,17.72154103911374,24.771511335366895,0.7765890930493741,3.663221923531868,17.83813013216311,1.3078045357637493,6.6177688993524955,1.4206679268256237,347.92553996706243,Very Poor
203.42188473987625,103.66644125817244,10.191268377528063,14.450738401356716,23.42136154895051,9.607423922323484,1.3207335592961593,8.507677869238922,30.25918431045163,1.740755641636632,9.328301016832716,1.7359678449014018,365.1478159762555,Very Poor
212.25051320268005,105.27869704723983,9.471568050720826,18.139541338583832,24.833915372639424,13.714295499913025,1.3012724455225806,7.478511980404938,25.475187818162006,1.6835037264235762,9.182887511443727,2.1914990249035444,378.37012955501393,Very Poor
229.76989328777512,107.7282535649286,11.068156574098637,17.048312870443134,26.49322774699963,10.47879709878984,1.4365489814847257,8.55455554012477,27.912543256107107,1.7848758024703717,9.849470416681266,2.3398625463132126,384.72613734622746,Very Poor
222.92120632517833,106.79342516625256,10.35222393386777,17.73015536047228,25.8792777074452,12.089128372851587,1.3783893390738262,8.039275564376343,26.597667046519028,1.738723230447925,9.55990343547204,2.3047942141948807,382.8448135018146,Very Poor
144.08305655224353,95.60217817403814,3.845684984905896,20.75481670971942,18.15584012262343,24.096330519746633,0.8086275500295973,3.896192925523862,18.304467672653026,1.330745653107613,6.774401355700254,1.4677367710311369,349.78456154492727,Very Poor
186.87225695118627,101.6761983234598,7.377092048523133,19.113189642308164,22.347715750571243,17.57945283586055,1.1178642766814852,6.144840234140677,22.80558002725273,1.5521744203398289,8.286225352665038,1.922047517593787,367.7279271654689,Very Poor
183.1483921486153,100.54107709418214,9.516546175118751,12.452033009314036,21.057712072585815,8.936945255778381,1.2316193061477596,8.471607814393142,32.06480882067277,1.706807354722956,8.927286877664917,1.2713006677704606,350.08326365831175,Very Poor
192.64780634855208,102.00550798026345,9.832696223845062,13.388552964974993,22.165231425671067,9.251106939418364,1.2733749729606685,8.488508917626937,31.21875947643979,1.722714275413588,9.115187378323007,1.4890266447234857,357.14195971477966,Very Poor
133.72056640299945,93.21590855145429,6.682936362141959,10.884351418684073,15.744453077768911,11.776161020406619,0.9460206229382808,7.158302469761451,31.778765758069483,1.5395606708566099,7.5742633063647204,0.4353317360556904,321.1679616653366,Very Poor
198.37097765888888,102.8877927882306,10.02316911517809,13.952783982697364,22.832485516693062,9.440381888038605,1.2985317699291818,8.498691430685621,30.7090348521492,1.7322978171158787,9.228392964681317,1.6202013717735906,361.3946563451712,Very Poor
210.9794063355701,105.09826066023305,9.366663174554098,18.188307929666745,24.709390449362594,13.90788752544449,1.2920861806906832,7.411713091689042,25.34147663005328,1.67692590716123,9.137976883376673,2.1780031543480405,377.83709937341,Very Poor
131.60482934352373,93.83086665645489,2.8158527072412074,21.23354955230949,16.933401375730643,25.99678857161001,0.7184476424719327,3.240440264394671,16.991849018202576,1.2661723859675567,6.33352180764056,1.3352502401748148,344.55190024219854,Very Poor
173.85045230910376,99.10770552080689,9.20710139553061,11.53537583204351,19.97368224723617,8.629446669772557,1.1907492409191374,8.455065168943461,32.89291418994795,1.6912378060644333,8.743371584136117,1.0581924705069305,343.1742764410923,Very Poor
230.96321338257673,107.91221594061074,11.107871465793762,17.1659588703702,26.632354757529093,10.518262211291914,1.4417943445387986,8.556678663265705,27.806262209463867,1.7868740360147806,9.873074550424594,2.3672133679523077,385.61285348155883,Very Poor
130.80169215292736,93.00754366245943,5.611093246719244,13.307034704285334,15.772705944073298,15.348382803767663,0.8771542613213352,6.148262499379584,28.194183345700267,1.4653968968075917,7.2087418485517025,0.6119121504581148,325.40589161099473,Very Poor
131.27373063641633,93.0412402995143,5.784431032247255,12.915239907342283,15.768136908540436,14.770685373581225,0.8882912854326902,6.311605519679457,28.773879728932336,1.4773906150813585,7.267853745758124,0.5833556783777174,324.7205362810652,Very Poor
128.108897990797,92.81531758192018,4.622269256148691,15.542070149199336,15.798770497366757,18.643919760809226,0.813621912668532,5.216454719138469,24.88724314659282,1.3969774444122651,6.8715316903175925,0.7748156085422256,329.3155746050134,Very Poor
135.7757354349215,93.36261753255943,7.437617307318425,9.17854868922425,15.724560334568213,9.260972301968412,0.9945091844899812,7.869468039186391,34.302657551657994,1.5917791217584412,7.831625671523746,0.31100209105133025,318.1840501852319,Very Poor
202.1645794194376,103.84697678946513,8.63917255201461,18.526492759604018,23.84583941849951,15.250402652660602,1.2283815964466849,6.948478522309845,24.414221014946193,1.6313102789371325,8.826532249294903,2.0844124688537717,374.1406605345607,Very Poor
189.5884946242101,101.53388410062391,9.730879255939175,13.086944210989632,21.808551858856106,9.149930329801192,1.2599274488976269,8.48306587217285,31.49123192828856,1.7175914091038578,9.054673520039321,1.4189074121090544,354.86868778983694,Very Poor
180.36449325060877,100.11191089043922,9.423895222783212,12.177576414659704,20.733142384215405,8.84487701383489,1.2193823879147638,8.466654776060738,32.31275209248895,1.7021456715865766,8.872220745616437,1.2074938798412687,348.01464176654343,Very Poor
130.78437911656115,93.71440196060394,2.748140674769724,21.265026497134073,16.853025363132062,26.12174472234387,0.7125182644933489,3.1973241702047215,16.905543627625413,1.2619266585261015,6.304533737523039,1.326539178700105,344.20784991504615,Very Poor
199.4347046711782,103.45946512596757,8.413875073236959,18.631225641630387,23.578405222069385,15.666167837821096,1.20865284425102,6.805018830417912,24.127058066320405,1.6171835181056688,8.730080571893875,2.055428252665079,372.9959057775283,Very Poor
174.14465690423754,99.86948778860118,6.326678946861146,19.601489786864548,21.100847009355178,19.51789085157624,1.0258821564278409,5.475982594271584,21.46672916578302,1.4863106799112935,7.836534986980556,1.7869132915421369,362.39069302729445,Very Poor
125.74797986421305,92.64678259163772,3.7553138400346775,17.501646476890315,15.821622699438954,21.53329506031276,0.7579196701175492,4.39948849505739,21.987870008682695,1.3369904139727453,6.575881326008531,0.9176418714934633,332.74340491584314,Very Poor
213.382878165639,105.20202925567621,10.52278024664293,15.432764126847925,24.582695581006995,9.936850811129453,1.3645181457830284,8.52540020186456,29.372025189015304,1.7574354841078204,9.525331656023628,1.9642731887257912,372.5494960728453,Very Poor
181.17058749925678,100.23617848104712,9.450722849268828,12.257046930852944,20.82712344052036,8.871535913109906,1.2229256593373925,8.468088957350849,32.24095866437807,1.7034954892713876,8.888165467018265,1.2259695094021177,348.61362336417824,Very Poor
134.66977109025927,93.28366786972208,7.031494889163568,10.096505785943304,15.735265373597008,10.614490674171506,0.9684156518572968,7.48676289390702,32.9444557248798,1.5636783943078578,7.693129229088729,0.3779085849812903,319.78980603955097,Very Poor
124.56978973605648,92.56267706524784,3.322669310215537,18.47955141084725,15.833026838610463,22.975205906810487,0.730122080886995,3.9917905196759262,20.540969851297433,1.3070545486475331,6.428340275477128,0.9889177413153974,334.45402579156956,Very Poor
226.50115231625423,107.22434404624202,10.959369590431066,16.726057088635425,26.112131206730215,10.370694309988105,1.4221808893022163,8.548739883765183,28.20366817151938,1.7794022435437016,9.784814001859974,2.264943208504414,382.2972455725175,Very Poor
136.5219132663314,93.41588370564253,7.7116221129238784,8.559216575071563,15.717337802624742,8.347773419365724,1.0121141061021932,8.127673556165501,35.21901629198595,1.6107382681100542,7.92506717854241,0.2658612664046329,317.1006703937112,Very Poor
173.5120168534692,99.0555322684626,9.19583792353775,11.5020104527439,19.934224675537905,8.618254037226192,1.1892616125427216,8.454463033648246,32.923056374431994,1.6906710904924653,8.736677256442247,1.0504355511156203,342.9227964060315,Very Poor
126.4927436379661,92.69994782170599,4.028799387928265,16.883488039147316,15.814413854683934,20.62182675159987,0.7754912292079116,4.657204695049369,22.902492186975905,1.355913631454674,6.669145755026608,0.8725865917745858,331.66207820259007,Very Poor
